ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 80C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 80C,,
1.393411,4814.815457,3370.37082,,1.44528,4561.904328,5474.285193,,1.44528,3741.653222,6173.727817,,1.44528,2944.450862,6772.236982,,1.44528,2302.785782,7599.193081,,1.44528,1436.257749,7181.288747,,,,,,1.451302,1252.373314,5009.493255,,1.44528,1271.300088,3178.250221,,1.44528,1219.132214,3657.396643,,1.44528,1108.053664,3878.187825,,1.44528,989.1697388,3956.678955,,1.39632,11303.24278,2260.648556,,1.448291,1863.304534,2794.9568,,1.439258,1897.404881,3794.809763,,1.439258,1731.363563,4328.408906,,1.442269,4337.675102,6506.512653,,1.439258,1657.339688,5800.688907,,1.402138,4293.136547,7727.645784,,,,,,,,,,,,,,,,,,,,,,1.39632,8112.649366,3245.059746,,1.413446,1935.364746,11612.18847,,1.413446,2009.315562,14065.20893,,1.413446,2012.906661,17109.70662,,1.413446,2014.904435,22163.94879,,1.413446,2041.807197,28585.30075,,1.399229,2579.351109,3869.026663,,1.422317,1632.209504,13057.67603,,1.413446,1704.585242,15341.26718,,1.413446,1759.705312,17597.05312,,1.413446,1741.429267,19155.72194,,1.41936,1769.603609,21235.24331,,1.442864,12097.71207,3629.313621,,1.422317,2027.132379,7094.963326,,1.413446,2119.323433,10596.61717,,1.413446,2063.521554,14444.65088,,1.413446,2031.140979,18280.26881,,1.413446,2043.332909,26563.32782,,,,,,,,,,,,,,,,,,,,,,,,
1.39632,4799.912554,3359.938788,,1.448291,4545.552336,5454.662804,,1.448291,3707.895234,6118.027135,,1.448291,2939.75207,6761.42976,,1.448291,2322.454461,7664.09972,,1.448291,1396.737963,6983.689815,,,,,,1.454313,1253.12012,5012.480481,,1.448291,1233.382227,3083.455566,,1.448291,1182.286246,3546.858739,,1.448291,1113.11685,3895.908974,,1.448291,977.6677564,3910.671026,,1.399229,11000.88642,2200.177283,,1.451302,1849.147719,2773.721579,,1.442269,1859.550239,3719.100479,,1.442269,1725.505585,4313.763962,,1.44528,4351.876511,6527.814767,,1.442269,1615.929736,5655.754074,,1.405047,4320.071858,7776.129344,,,,,,,,,,,,,,,,,,,,,,1.399229,8012.950402,3205.180161,,1.416403,1931.589706,11589.53823,,1.416403,2005.518263,14038.62784,,1.416403,2011.181237,17095.04051,,1.416403,2021.19067,22233.09737,,1.416403,2072.787726,29019.02816,,1.402138,2599.634557,3899.451836,,1.425274,1632.763365,13062.10692,,1.416403,1708.388847,15375.49962,,1.416403,1760.547143,17605.47143,,1.416403,1746.977042,19216.74746,,1.422317,1767.938057,21215.25669,,1.445773,11884.08469,3565.225406,,1.425274,2032.451756,7113.581146,,1.416403,2079.738645,10398.69323,,1.416403,2064.580088,14452.06061,,1.416403,2036.865488,18331.78939,,1.416403,2020.751812,26269.77356,,,,,,,,,,,,,,,,,,,,,,,,
1.399229,4743.200799,3320.240559,,1.451302,4521.676125,5426.01135,,1.451302,3666.218475,6049.260484,,1.451302,2932.769574,6745.37002,,1.451302,2300.381765,7591.259825,,1.451302,1394.604152,6973.02076,,,,,,1.457324,1252.008118,5008.032474,,1.451302,1207.33663,3018.341575,,1.451302,1187.827641,3563.482922,,1.451302,1117.245954,3910.36084,,1.451302,967.189487,3868.757948,,1.402138,10943.54605,2188.709211,,1.454313,1838.304213,2757.45632,,1.44528,1853.728713,3707.457427,,1.44528,1701.353202,4253.383004,,1.448291,4373.235511,6559.853267,,1.44528,1622.139199,5677.487196,,1.407956,4296.911704,7734.441067,,,,,,,,,,,,,,,,,,,,,,1.402138,7967.496809,3186.998724,,1.41936,1919.814031,11518.88419,,1.41936,2015.541542,14108.79079,,1.41936,1995.722254,16963.63916,,1.41936,2011.591264,22127.50391,,1.41936,2023.953985,28335.35578,,1.405047,2537.445447,3806.168171,,1.428231,1617.229858,12937.83887,,1.41936,1702.845202,15325.60681,,1.41936,1746.483362,17464.83362,,1.41936,1753.798961,19291.78857,,1.425274,1751.625033,21019.5004,,1.448682,11705.41902,3511.625705,,1.428231,2031.504576,7110.266016,,1.41936,2066.11392,10330.5696,,1.41936,2043.536596,14304.75618,,1.41936,2018.398335,18165.58501,,1.41936,2014.407652,26187.29947,,,,,,,,,,,,,,,,,,,,,,,,
1.402138,4760.493806,3332.345665,,1.454313,4495.347628,5394.417153,,1.454313,3654.80223,6030.42368,,1.454313,2918.763881,6713.156927,,1.454313,2271.38732,7495.578157,,1.454313,1412.750795,7063.753975,,,,,,1.460335,1214.124652,4856.498607,,1.454313,1191.541193,2978.852983,,1.454313,1164.789144,3494.367433,,1.454313,1079.984438,3779.945534,,1.454313,948.9184096,3795.673638,,1.405047,11215.71399,2243.142798,,1.457324,1825.447094,2738.170641,,1.448291,1825.159948,3650.319897,,1.448291,1677.995728,4194.98932,,1.451302,4360.697966,6541.046949,,1.448291,1623.204494,5681.215728,,1.410865,4176.630119,7517.934215,,,,,,,,,,,,,,,,,,,,,,1.405047,7831.067549,3132.42702,,1.422317,1904.736999,11428.42199,,1.422317,2007.671786,14053.7025,,1.422317,1992.13273,16933.12821,,1.422317,2018.222731,22200.45004,,1.422317,2015.471283,28216.59797,,1.407956,2514.586447,3771.87967,,1.431188,1628.570741,13028.56592,,1.422317,1696.065298,15264.58769,,1.422317,1739.814178,17398.14178,,1.422317,1728.410759,19012.51835,,1.428231,1736.370861,20836.45033,,1.451591,11763.42788,3529.028365,,1.431188,2038.24125,7133.844373,,1.422317,2050.709575,10253.54787,,1.422317,2025.38027,14177.66189,,1.422317,1992.145225,17929.30702,,1.422317,2102.682325,27334.87023,,,,,,,,,,,,,,,,,,,,,,,,
1.405047,4731.007107,3311.704975,,1.457324,4483.241285,5379.889542,,1.457324,3638.201026,6003.031693,,1.457324,2915.79519,6706.328936,,1.457324,2258.192158,7452.034121,,1.457324,1419.77554,7098.877699,,,,,,1.463346,1219.97769,4879.91076,,1.457324,1198.701193,2996.752983,,1.457324,1162.601572,3487.804717,,1.457324,1064.296481,3725.037685,,1.457324,965.4098477,3861.639391,,1.407956,11461.6603,2292.33206,,1.460335,1840.783663,2761.175495,,1.451302,1818.504701,3637.009403,,1.451302,1689.028111,4222.570277,,1.454313,4401.15358,6601.730369,,1.451302,1617.490665,5661.217327,,1.413774,4229.60138,7613.282484,,,,,,,,,,,,,,,,,,,,,,1.407956,7933.969954,3173.587981,,1.425274,1915.942141,11495.65284,,1.425274,1996.099588,13972.69711,,1.425274,1983.807064,16862.36005,,1.425274,1999.238037,21991.61841,,1.425274,2000.781951,28010.94731,,1.410865,2489.052132,3733.578199,,1.434145,1632.942121,13063.53697,,1.425274,1710.344573,15393.10115,,1.425274,1715.391284,17153.91284,,1.425274,1739.622264,19135.8449,,1.431188,1740.044192,20880.5303,,1.4545,11672.80945,3501.842835,,1.434145,2028.644752,7100.256633,,1.425274,2070.3387,10351.6935,,1.428231,2039.059839,14273.41888,,1.425274,1994.572272,17951.15045,,1.425274,2079.661845,27035.60399,,,,,,,,,,,,,,,,,,,,,,,,
1.407956,4753.196965,3327.237875,,1.460335,4437.019477,5324.423372,,1.460335,3638.159849,6002.963751,,1.460335,2863.660316,6586.418726,,1.460335,2238.705658,7387.728671,,1.460335,1382.118991,6910.594954,,,,,,1.466357,1196.324381,4785.297525,,1.460335,1164.270807,2910.677017,,1.460335,1147.769766,3443.309298,,1.460335,1046.223799,3661.783297,,1.460335,963.5648459,3854.259384,,1.410865,11071.10176,2214.220351,,1.463346,1820.586823,2730.880235,,1.454313,1818.143773,3636.287547,,1.454313,1692.759432,4231.89858,,1.457324,4367.786653,6551.67998,,1.454313,1613.499189,5647.247161,,1.416683,4263.048354,7673.487037,,,,,,,,,,,,,,,,,,,,,,1.410865,7755.375322,3102.150129,,1.428231,1902.028115,11412.16869,,1.428231,1983.260696,13882.82487,,1.428231,1975.456488,16791.38015,,1.428231,1950.027078,21450.29786,,1.428231,1983.238377,27765.33727,,1.413774,2502.075697,3753.113546,,1.437102,1628.040536,13024.32429,,1.428231,1712.712524,15414.41272,,1.428231,1723.438099,17234.38099,,1.428231,1739.758455,19137.34301,,1.434145,1748.74753,20984.97036,,1.457409,11571.99116,3471.597349,,1.437102,2025.471011,7089.148539,,1.428231,2072.715231,10363.57615,,1.431188,2026.73792,14187.16544,,1.428231,2007.890703,18071.01633,,1.428231,2005.544889,26072.08356,,,,,,,,,,,,,,,,,,,,,,,,
1.410865,4677.156787,3274.009751,,1.463346,4460.268127,5352.321753,,1.463346,3657.595315,6035.03227,,1.463346,2893.886814,6655.939672,,1.463346,2269.337753,7488.814585,,1.463346,1395.890159,6979.450794,,,,,,1.469368,1198.209683,4792.838731,,1.463346,1185.578077,2963.945193,,1.463346,1152.951933,3458.855798,,1.463346,1070.271087,3745.948805,,1.463346,970.5682344,3882.272938,,1.413774,10907.50381,2181.500763,,1.466357,1796.098053,2694.147079,,1.457324,1820.116092,3640.232185,,1.457324,1702.844097,4257.110244,,1.460335,4393.880449,6590.820673,,1.457324,1615.397438,5653.891034,,1.419592,4217.591731,7591.665116,,,,,,,,,,,,,,,,,,,,,,1.413774,7797.797813,3119.119125,,1.431188,1899.216856,11395.30113,,1.431188,1964.298822,13750.09175,,1.431188,1980.113084,16830.96121,,1.431188,1954.141404,21495.55545,,1.431188,1984.295899,27780.14259,,1.416683,2495.080594,3742.620891,,1.440059,1606.034595,12848.27676,,1.431188,1701.950282,15317.55254,,1.431188,1728.387721,17283.87721,,1.431188,1733.583102,19069.41412,,1.437102,1749.576221,20994.91466,,1.460318,11541.06588,3462.319764,,1.440059,2007.800749,7027.30262,,1.431188,2067.915066,10339.57533,,1.434145,2013.450832,14094.15582,,1.431188,1986.185746,17875.67171,,1.431188,1965.792913,25555.30787,,,,,,,,,,,,,,,,,,,,,,,,
1.413774,4644.328098,3251.029669,,1.466357,4436.884299,5324.261159,,1.466357,3615.648134,5965.819421,,1.466357,2899.234013,6668.23823,,1.466357,2248.190798,7419.029633,,1.466357,1369.955692,6849.778461,,,,,,1.472379,1190.677134,4762.708535,,1.466357,1171.824702,2929.561754,,1.466357,1155.098485,3465.295454,,1.466357,1086.662117,3803.317409,,1.466357,967.082034,3868.328136,,1.416683,10784.54252,2156.908504,,1.469368,1778.940875,2668.411313,,1.460335,1833.518068,3667.036137,,1.460335,1684.335277,4210.838192,,1.463346,4358.455625,6537.683438,,1.460335,1632.481285,5713.684496,,1.422501,4177.859258,7520.146664,,,,,,,,,,,,,,,,,,,,,,1.416683,7759.042362,3103.616945,,1.434145,1873.375415,11240.25249,,1.434145,1961.873667,13733.11567,,1.434145,1960.009875,16660.08394,,1.434145,1970.026651,21670.29316,,1.434145,1993.00323,27902.04522,,1.419592,2492.253492,3738.380238,,1.443016,1616.334029,12930.67224,,1.434145,1700.524246,15304.71821,,1.434145,1710.289347,17102.89347,,1.434145,1728.251493,19010.76642,,1.440059,1747.799459,20973.5935,,1.463227,11732.87908,3519.863725,,1.443016,2013.224803,7046.286811,,1.434145,2063.180194,10315.90097,,1.437102,2011.018195,14077.12736,,1.445973,1908.703989,17178.3359,,1.434145,1982.806819,25776.48865,,,,,,,,,,,,,,,,,,,,,,,,
1.416683,4572.652943,3200.85706,,1.469368,4378.867357,5254.640829,,1.469368,3608.99441,5954.840777,,1.469368,2861.559836,6581.587622,,1.469368,2228.970186,7355.601613,,1.469368,1363.30327,6816.516349,,,,,,1.47539,1187.436883,4749.74753,,1.469368,1161.466359,2903.665898,,1.469368,1132.172829,3396.518486,,1.469368,1069.933322,3744.766626,,1.469368,945.4128429,3781.651372,,1.419592,10770.99335,2154.19867,,1.472379,1803.974251,2705.961376,,1.463346,1841.198947,3682.397895,,1.463346,1692.557682,4231.394206,,1.466357,4325.006369,6487.509554,,1.463346,1619.425642,5667.989748,,1.42541,4091.811018,7365.259832,,,,,,,,,,,,,,,,,,,,,,1.419592,7635.633126,3054.253251,,1.437102,1876.037103,11256.22262,,1.437102,1941.804967,13592.63477,,1.437102,1957.755713,16640.92356,,1.437102,1979.856802,21778.42483,,1.437102,1983.978694,27775.70172,,1.422501,2483.249713,3724.87457,,1.445973,1630.536158,13044.28927,,1.437102,1681.322855,15131.90569,,1.437102,1695.055655,16950.55655,,1.437102,1727.79446,19005.73905,,1.443016,1742.30501,20907.66012,,1.466136,11624.07628,3487.222884,,1.445973,1972.414077,6903.449269,,1.437102,2053.633501,10268.16751,,1.443016,2016.026175,14112.18322,,1.44893,1949.388726,17544.49854,,1.437102,1959.671626,25475.73114,,,,,,,,,,,,,,,,,,,,,,,,
1.419592,4558.198472,3190.738931,,1.472379,4365.112216,5238.134659,,1.472379,3571.513555,5892.997366,,1.472379,2846.012849,6545.829552,,1.472379,2221.120143,7329.696471,,1.472379,1348.628233,6743.141164,,,,,,1.478401,1162.588333,4650.353333,,1.472379,1173.121884,2932.80471,,1.472379,1122.022669,3366.068007,,1.472379,1054.045998,3689.160992,,1.472379,929.1818092,3716.727237,,1.422501,10623.44029,2124.688057,,1.47539,1769.517384,2654.276076,,1.466357,1835.810765,3671.621531,,1.466357,1681.74038,4204.350949,,1.469368,4334.318625,6501.477938,,1.466357,1608.674302,5630.360058,,1.428319,4160.457918,7488.824252,,,,,,,,,,,,,,,,,,,,,,1.422501,7844.16411,3137.665644,,1.440059,1863.33107,11179.98642,,1.440059,1924.533119,13471.73183,,1.440059,1942.971904,16515.26118,,1.440059,1959.883753,21558.72129,,1.440059,1974.511573,27643.16202,,1.42541,2411.254797,3616.882196,,1.44893,1656.009115,13248.07292,,1.440059,1677.882984,15100.94685,,1.440059,1709.086482,17090.86482,,1.440059,1711.811414,18829.92555,,1.445973,1729.206982,20750.48378,,1.469045,11633.91346,3490.174039,,1.44893,1979.355296,6927.743538,,1.440059,2016.541413,10082.70706,,1.445973,1985.91066,13901.37462,,1.451887,1953.580432,17582.22389,,1.440059,1940.396686,25225.15692,,,,,,,,,,,,,,,,,,,,,,,,
1.422501,4619.171581,3233.420106,,1.47539,4388.594351,5266.313222,,1.47539,3563.546248,5879.851308,,1.47539,2835.103164,6520.737278,,1.47539,2214.738398,7308.636713,,1.47539,1322.416335,6612.081677,,,,,,1.481412,1187.986525,4751.946101,,1.47539,1155.786144,2889.465359,,1.47539,1132.711407,3398.134222,,1.47539,1033.081009,3615.78353,,1.47539,932.3440832,3729.376333,,1.42541,10656.14229,2131.228457,,1.478401,1765.972398,2648.958598,,1.469368,1804.808191,3609.616381,,1.469368,1655.140877,4137.852194,,1.472379,4328.741506,6493.112259,,1.469368,1590.046365,5565.162278,,1.431228,4202.664174,7564.795514,,,,,,,,,,,,,,,,,,,,,,1.42541,7824.716224,3129.886489,,1.443016,1867.102661,11202.61597,,1.443016,1921.244291,13448.71004,,1.443016,1941.822073,16505.48762,,1.443016,1961.070306,21571.77336,,1.443016,1981.25928,27737.62992,,1.428319,2444.537876,3666.806814,,1.451887,1591.619041,12732.95233,,1.443016,1673.865605,15064.79044,,1.443016,1711.541691,17115.41691,,1.443016,1718.324411,18901.56852,,1.44893,1731.077615,20772.93138,,1.471954,11605.90528,3481.771584,,1.451887,1961.367006,6864.78452,,1.443016,2006.176658,10030.88329,,1.44893,1974.550045,13821.85032,,1.454844,1927.331657,17345.98491,,1.443016,1949.069094,25337.89822,,,,,,,,,,,,,,,,,,,,,,,,
1.42541,4582.752553,3207.926787,,1.478401,4389.168423,5267.002108,,1.478401,3548.328609,5854.742204,,1.478401,2850.061858,6555.142274,,1.478401,2230.9963,7362.28779,,1.478401,1322.557712,6612.788561,,,,,,1.484423,1154.921925,4619.6877,,1.478401,1139.425199,2848.562997,,1.478401,1122.367246,3367.101739,,1.478401,1024.413446,3585.447059,,1.478401,927.1222155,3708.488862,,1.428319,10912.49539,2182.499078,,1.481412,1757.620363,2636.430545,,1.472379,1793.74819,3587.496379,,1.472379,1657.501292,4143.753229,,1.47539,4300.751273,6451.126909,,1.472379,1600.797154,5602.790038,,1.434137,4253.352685,7656.034833,,,,,,,,,,,,,,,,,,,,,,1.428319,7791.401996,3116.560798,,1.445973,1870.58624,11223.51744,,1.445973,1909.724956,13368.07469,,1.445973,1952.540705,16596.59599,,1.445973,1969.712571,21666.83828,,1.445973,1979.779808,27716.91731,,1.431228,2489.572375,3734.358563,,1.454844,1605.304698,12842.43758,,1.445973,1665.835782,14992.52204,,1.445973,1689.75541,16897.5541,,1.445973,1703.853285,18742.38614,,1.451887,1727.58169,20730.98028,,1.474863,11439.62796,3431.888389,,1.454844,1962.31867,6868.115344,,1.445973,2000.32346,10001.6173,,1.451887,1962.686125,13738.80287,,1.457801,1935.331335,17417.98202,,1.445973,1927.616139,25059.00981,,,,,,,,,,,,,,,,,,,,,,,,
1.428319,4587.847183,3211.493028,,1.481412,4373.230927,5247.877113,,1.481412,3566.553027,5884.812495,,1.481412,2840.242078,6532.556779,,1.481412,2247.94104,7418.205433,,1.481412,1338.205729,6691.028647,,,,,,1.487434,1156.281125,4625.124501,,1.481412,1142.00468,2855.011699,,1.481412,1098.54459,3295.63377,,1.481412,1032.213998,3612.748994,,1.481412,918.3507438,3673.402975,,1.431228,11023.73714,2204.747428,,1.484423,1730.502465,2595.753697,,1.47539,1782.262721,3564.525441,,1.47539,1648.695453,4121.738632,,1.478401,4268.694142,6403.041213,,1.47539,1576.159317,5516.557611,,1.437046,4100.392767,7380.70698,,,,,,,,,,,,,,,,,,,,,,1.431228,7698.603785,3079.441514,,1.44893,1864.248152,11185.48891,,1.44893,1888.617089,13220.31962,,1.44893,1922.870136,16344.39615,,1.44893,1943.136586,21374.50244,,1.44893,1951.858176,27326.01447,,1.434137,2500.383337,3750.575005,,1.457801,1603.785643,12830.28515,,1.44893,1653.33769,14880.03921,,1.44893,1710.684176,17106.84176,,1.44893,1697.678012,18674.45813,,1.454844,1711.486985,20537.84382,,1.477772,11688.11793,3506.435379,,1.457801,1949.859893,6824.509626,,1.44893,2001.998903,10009.99452,,1.454844,1951.612491,13661.28744,,1.460758,1946.841156,17521.5704,,1.44893,1939.53688,25213.97944,,,,,,,,,,,,,,,,,,,,,,,,
1.431228,4496.859296,3147.801508,,1.484423,4366.167344,5239.400813,,1.484423,3541.305078,5843.153378,,1.484423,2816.405399,6477.732417,,1.484423,2225.159802,7343.027346,,1.484423,1332.772793,6663.863963,,,,,,1.490445,1156.437733,4625.750932,,1.484423,1126.058917,2815.147293,,1.484423,1105.434649,3316.303947,,1.484423,1032.808755,3614.830642,,1.484423,915.4940177,3661.976071,,1.434137,10988.18234,2197.636469,,1.487434,1737.183875,2605.775812,,1.478401,1772.358605,3544.717209,,1.478401,1656.276967,4140.692417,,1.481412,4284.710511,6427.065767,,1.478401,1580.511861,5531.791515,,1.439955,4076.227527,7337.209548,,,,,,,,,,,,,,,,,,,,,,1.434137,7677.13448,3070.853792,,1.451887,1844.401442,11066.40865,,1.451887,1874.820893,13123.74625,,1.451887,1902.858317,16174.2957,,1.451887,1916.752602,21084.27862,,1.451887,1931.590545,27042.26763,,1.437046,2499.763542,3749.645313,,1.460758,1588.389993,12707.11994,,1.451887,1672.829262,15055.46336,,1.451887,1687.223436,16872.23436,,1.451887,1706.025125,18766.27638,,1.457801,1700.902528,20410.83034,,1.480681,11654.95388,3496.486164,,1.460758,1932.47467,6763.661344,,1.451887,1983.620654,9918.103269,,1.457801,1974.706468,13822.94528,,1.463715,1937.385023,17436.46521,,1.451887,1934.882552,25153.47317,,,,,,,,,,,,,,,,,,,,,,,,
1.434137,4512.087814,3158.46147,,1.487434,4343.378594,5212.054313,,1.487434,3555.025957,5865.792829,,1.487434,2818.830403,6483.309928,,1.487434,2207.03587,7283.21837,,1.487434,1344.198926,6720.99463,,,,,,1.493456,1119.305731,4477.222923,,1.487434,1135.127856,2837.819641,,1.487434,1120.281934,3360.845802,,1.487434,1011.876088,3541.566308,,1.487434,927.1444996,3708.577998,,1.437046,10986.94105,2197.388209,,1.490445,1752.465404,2628.698106,,1.481412,1729.619092,3459.238183,,1.481412,1635.391645,4088.479112,,1.484423,4208.902807,6313.35421,,1.481412,1574.086899,5509.304147,,1.442864,4068.959865,7324.127758,,,,,,,,,,,,,,,,,,,,,,1.437046,7539.356497,3015.742599,,1.454844,1817.290693,10903.74416,,1.454844,1884.881397,13194.16978,,1.454844,1903.664748,16181.15036,,1.454844,1907.055204,20977.60724,,1.454844,1926.078449,26965.09829,,1.439955,2478.02847,3717.042705,,1.463715,1582.115863,12656.92691,,1.454844,1651.953532,14867.58179,,1.454844,1700.638653,17006.38653,,1.454844,1696.333924,18659.67316,,1.460758,1688.462752,20261.55303,,1.48359,11604.31686,3481.295059,,1.463715,1909.351878,6682.731573,,1.454844,1975.419339,9877.096693,,1.460758,1971.922117,13803.45482,,1.466672,1929.787545,17368.0879,,1.454844,1934.519572,25148.75444,,,,,,,,,,,,,,,,,,,,,,,,
1.437046,4521.709151,3165.196406,,1.490445,4316.283409,5179.540091,,1.490445,3505.951037,5784.819211,,1.490445,2807.241412,6456.655247,,1.490445,2196.105919,7247.149532,,1.490445,1341.748165,6708.740826,,,,,,1.496467,1121.207712,4484.830848,,1.490445,1137.729431,2844.323577,,1.490445,1102.709296,3308.127888,,1.490445,1030.495672,3606.734852,,1.490445,912.1622907,3648.649163,,1.439955,10761.59443,2152.318887,,1.493456,1759.372026,2639.058039,,1.484423,1714.35618,3428.712359,,1.484423,1633.853719,4084.634296,,1.487434,4206.633875,6309.950813,,1.484423,1590.670232,5567.345811,,1.445773,4068.232447,7322.818405,,,,,,,,,,,,,,,,,,,,,,1.439955,7417.727974,2967.091189,,1.457801,1807.506007,10845.03604,,1.457801,1879.698973,13157.89281,,1.457801,1910.499642,16239.24695,,1.457801,1893.361442,20826.97586,,1.457801,1927.162959,26980.28142,,1.442864,2433.975571,3650.963357,,1.466672,1588.530675,12708.2454,,1.457801,1671.643206,15044.78885,,1.457801,1681.717647,16817.17647,,1.457801,1697.622241,18673.84465,,1.463715,1691.479367,20297.75241,,1.486499,11715.17076,3514.551229,,1.472586,1909.680679,6683.882377,,1.457801,1954.809734,9774.048669,,1.463715,1968.550632,13779.85443,,1.469629,1909.804713,17188.24242,,1.457801,1951.780721,25373.14938,,,,,,,,,,,,,,,,,,,,,,,,
1.439955,4512.164639,3158.515247,,1.493456,4282.362802,5138.835363,,1.493456,3474.924808,5733.625934,,1.493456,2798.74751,6437.119273,,1.493456,2197.477719,7251.676471,,1.493456,1306.911365,6534.556827,,,,,,1.499478,1113.154973,4452.619891,,1.493456,1079.510122,2698.775304,,1.493456,1095.54485,3286.634549,,1.493456,1002.716796,3509.508786,,1.493456,902.9708443,3611.883377,,1.442864,10766.96427,2153.392853,,1.496467,1743.450194,2615.175291,,1.487434,1733.041344,3466.082687,,1.487434,1652.17105,4130.427624,,1.490445,4211.347983,6317.021974,,1.487434,1595.593484,5584.577193,,1.448682,3989.284546,7180.712182,,,,,,,,,,,,,,,,,,,,,,1.442864,7492.620717,2997.048287,,1.460758,1786.932121,10721.59273,,1.460758,1859.079648,13013.55754,,1.460758,1895.957218,16115.63635,,1.460758,1896.359828,20859.95811,,1.460758,1910.04883,26740.68362,,1.445773,2402.791752,3604.187627,,1.469629,1570.795089,12566.36071,,1.460758,1667.266597,15005.39937,,1.460758,1675.72303,16757.2303,,1.466672,1682.795925,18510.75517,,1.466672,1693.256009,20319.0721,,1.489408,11662.6678,3498.800339,,1.475543,1911.01818,6688.56363,,1.460758,1962.793503,9813.967516,,1.466672,1936.996907,13558.97835,,1.472586,1889.973122,17009.7581,,1.460758,1970.218096,25612.83525,,,,,,,,,,,,,,,,,,,,,,,,
